nivea,Nivea Urban Skin Detox 48H Moisture Boost Serum,normal,,Range
nivea,Nivea Hyaluron Cellular Filler Anti-Age Serum,aging,,Low
nivea,Nivea Q10 Plus Anti-Wrinkle Serum ,aging,,Low
nivea,Nivea Perfect & Radiant Even Tone Serum,dull,,Medium
nivea,Nivea Cellular Radiance Concentrated Serum,normal,,Medium
nivea,Nivea Hyaluron Cellular Filler Elasticity Re-Densifying Serum,aging,,Medium
nivea,Nivea Hyaluron Cellular Filler Intensive Serum,aging,,Low
nivea,Nivea Q10 Plus Power Anti-Wrinkle + Firming Serum,aging,,Low
himalaya,Himalaya Herbals Clarina Anti-Acne Face Serum,oily,,High
himalaya,Himalaya Herbals Clarina Anti-Acne Face Serum,acne,,Low
ponds,Pond's Age Miracle Wrinkle Corrector Serum,aging,,High
ponds,Pond's White Beauty Spot-less Fairness GenActive Serum,normal,,High
ponds,Pond's Gold Radiance Precious Youth Serum,aging,,Low
ponds,Pond's Age Miracle Intensive Cell ReGEN Super Serum,aging,,Low
neutrogena,Neutrogena Hydro Boost Hydrating Serum,normal,,Low
neutrogena,Neutrogena Rapid Wrinkle Repair Serum,aging,,Medium
neutrogena,Neutrogena Fine Fairness Brightening Serum,dull,,Medium
neutrogena,Neutrogena Hydro Boost Hydrating Hyaluronic Acid Serum,normal,,High
neutrogena,Neutrogena Rapid Tone Repair Dark Spot Corrector Serum,normal,,High
ceraVe,CeraVe Hydrating Hyaluronic Acid Serum,normal,,Low
ceraVe,CeraVe Skin Renewing Vitamin C Serum,normal,,High
ceraVe,CeraVe Skin Renewing Vitamin C Serum,dull,,Medium
ceraVe,CeraVe Resurfacing Retinol Serum,normal,,High
ceraVe,CeraVe Resurfacing Retinol Serum,aging,,High
clinique,Clinique Smart Custom Repair Serum,normal,,Medium
clinique,Clinique Smart Custom Repair Serum,aging,,High
clinique,Clinique Acne Solutions Acne + Line Correcting Serum,acne,,High
clinique,Clinique Turnaround Revitalizing Serum,normal,,Medium
clinique,Clinique Turnaround Revitalizing Serum,dull,,Low
clinique,Clinique Anti-Blemish Solutions Clarifying Serum,acne,,Medium
clinique,Clinique Anti-Blemish Solutions Clarifying Serum,oily,,High
plum,Plum Bright Years Cell Renewal Serum,aging,,Medium
plum,Plum Bright Years Cell Renewal Serum,normal,,Medium
plum,Plum E-Luminence The Bright Mix Face Serum,normal,,Medium
plum,Plum E-Luminence The Bright Mix Face Serum,dull,,Medium
plum,Plum E-Luminence The Bright Mix Face Serum,normal,,Medium
plum,15% Vitamin C Face Serum with Mandarin,normal,,Low
plum,10% Niacinamide Face Serum with Rice Water,normal,,Low
plum,2% Hyaluronic Acid Face Serum with Bulgarian Rose,normal,,Medium
Kiehl's,Kiehl's Hydro-Plumping Re-Texturizing Serum Concentrate,normal,,Low
Kiehl's,Kiehl's Hydro-Plumping Re-Texturizing Serum Concentrate,dry,,Medium
Kiehl's,Kiehl's Precision Lifting & Pore-Tightening Concentrate,normal,,Medium
Kiehl's,Kiehl's Calendula Serum-Infused Water Cream,normal,,High
Kiehl's,Kiehl's Calendula Serum-Infused Water Cream,sensitive,,Medium
L'Oreal,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum,normal,,Low
L'Oreal,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum,dry,,High
L'Oreal,L'Oreal Paris Youth Code Ferment Pre-Essence Serum,aging,,High
L'Oreal,L'Oreal Paris Hyaluron Expert Replumping Hyaluronic Acid Serum,dry,,Low
L'Oreal,L'Oreal Paris Revitalift Laser X3 Renewing Anti-Aging Serum,aging,,Medium
L'Oreal,L'Oreal Paris Extraordinary Rebalancing Facial Oil Serum,dry,,Low
L'Oreal,L'Oreal Paris Extraordinary Rebalancing Facial Oil Serum,combination,,High
L'Oreal,L'Oreal Paris Hyaluron Expert Replumping Moisturizing Night Serum,normal,,Medium
L'Oreal,L'Oreal Paris Hyaluron Expert Replumping Moisturizing Night Serum,dry,,High
L'Oreal,L'Oreal Paris Revitalift Derm Intensives 1.5% Pure Hyaluronic Acid Serum,dry,,High
L'Oreal,L'Oreal Paris Age Perfect Cell Renewal Midnight Serum,aging,,Medium
Laneige,Laneige Water Bank Hydro Essence,normal,,High
Laneige,Laneige Water Bank Hydro Essence,dry,,Medium
Laneige,Laneige Water Bank Moisture Essence,normal,,Low
Laneige,Laneige Water Bank Moisture Essence,dry,,Low
Laneige,Laneige Water Bank Moisture Essence,sensitive,,Medium
Laneige,Laneige White Dew Original Ampoule Essence,normal,,Medium
Laneige,Laneige Fresh Calming Balancing Serum,sensitive,,Low
Laneige,Laneige Clear-C Advanced Effector,oily,,Medium
Laneige,Laneige Clear-C Advanced Effector,acne-prone,,Low
Laneige,Laneige Time Freeze Intensive Essence,aging,,Medium
Laneige,Laneige Perfect Renew Youth Regenerator,aging,,Medium
Laneige,Laneige Glowy Makeup Serum,normal,,High
Forest Essentials,Forest Essentials Advanced Soundarya Age Defying Facial Serum with 24K Gold,aging,,Medium
Forest Essentials,Forest Essentials Tejal Balancing Water,combination,,Medium
Forest Essentials,Forest Essentials Tejal Balancing Water,oily,,Medium
Forest Essentials,Forest Essentials Rasa Activating Serum,dry,,Medium
Forest Essentials,Forest Essentials Advanced Sanjeevani Beauty Elixir Facial Serum,aging,,Medium
Minimalist,Minimalist Alpha Arbutin 2% + Hyaluronic Acid 1% Serum,normal,,Medium
Minimalist,Minimalist Hyaluronic Acid 2% + Vitamin B5 Serum,dry,,Low
Minimalist,Minimalist Niacinamide 10% + Zinc 1% Serum,oily,,High
Minimalist,Minimalist Niacinamide 10% + Zinc 1% Serum,acne-prone,,High
Minimalist,Minimalist Alpha Arbutin 2% + Hyaluronic Acid 1% Serum,dry,,Medium
Minimalist,Minimalist Polyglutamic Acid 3% Serum,dry,,High
Minimalist,Minimalist 10% Niacinamide Face Serum,normal,,Medium
Minimalist,Minimalist 10% Niacinamide Face Serum,oily,,Medium
Minimalist,Minimalist 10% Niacinamide Face Serum,acne-prone,,High
Minimalist,Minimalist Mandelic Acid 10% + HA Serum,normal,,Medium
Minimalist,Minimalist Mandelic Acid 10% + HA Serum,sensitive,,Medium
Ordinary,The Ordinary Hyaluronic Acid 2% + B5,normal,,High
Ordinary,The Ordinary Hyaluronic Acid 2% + B5,dry,,Medium
Ordinary,The Ordinary Niacinamide 10% + Zinc 1%,normal,,Medium
Ordinary,The Ordinary Niacinamide 10% + Zinc 1%,acne-prone,,Low
Ordinary,The Ordinary Niacinamide 10% + Zinc 1%,oily,,Medium
Ordinary,The Ordinary Buffet,aging,,Low
Ordinary,The Ordinary Alpha Arbutin 2% + HA,normal,,Medium
Ordinary,The Ordinary Lactic Acid 5% + HA,normal,,High
Ordinary,The Ordinary Matrixyl 10% + HA,aging,,Medium
Ordinary,The Ordinary Granactive Retinoid 2% Emulsion,aging,,Low
Ordinary,The Ordinary Azelaic Acid Suspension 10%,sensitive,,Medium
Ordinary,The Ordinary Azelaic Acid Suspension 10%,acne-prone,,High
Aqualogica,Glow+ Concentrate Face Serum,normal,,Medium
Aqualogica,Glow+ Concentrate Face Serum,dry,,Medium
Aqualogica,Glow+ Concentrate Face Serum,combination,,High
Aqualogica,Glow+ Concentrate Face Serum,oily,,High
Aqualogica,Glow+ Concentrate Face Serum,sensitive,,High
Aqualogica,Radiance+ Concentrate Face Serum,normal,,Low
Aqualogica,Radiance+ Concentrate Face Serum,dry,,Medium
Aqualogica,Radiance+ Concentrate Face Serum,oily,,Low
Aqualogica,Hydrate+ Concentrate Serum,normal,,Medium
Aqualogica,Hydrate+ Concentrate Serum,dry,,High
Aqualogica,Hydrate+ Concentrate Serum,oily,,High
Aqualogica,Hydrate+ Concentrate Serum,combination,,Medium
Foxtale,Vitamin C Serum,normal,,High
Foxtale,Vitamin C Serum,dry,,High
Foxtale,Anti aging retinol serum,aging,,High
Foxtale,Niacinamide serum,oily,,High
Foxtale,Hyderating Serum with Hyaluronic acid,dry,,Medium
Foxtale,AHA BHA Exfoliating Serum,acne-prone,,Medium
Cosrx,COSRX Advanced Snail 96 Mucin Power Essence,normal,,Low
Cosrx,COSRX Advanced Snail 96 Mucin Power Essence,dry,,High
Cosrx,COSRX Advanced Snail 96 Mucin Power Essence,sensitive,,High
Cosrx,COSRX Triple C Lightning Liquid,dry,,Low
Cosrx,COSRX BHA Blackhead Power Liquid,oily,,Low
Cosrx,COSRX BHA Blackhead Power Liquid,acne-prone,,Low
dot & key,Dot & Key Hyaluronic Acid Water Gel,normal,,Medium
dot & key,Dot & Key Hyaluronic Acid Water Gel,dry,,High
dot & key,Dot & Key Glow Revealing Vitamin C Serum Concentrate,dry,,Medium
dot & key,Dot & Key Collagen Restorative Time Reverse Retinol Serum Concentrate,aging,,High
dot & key,Dot & Key Night Reset Retinol + Ceramide Sleep Treatment Serum,aging,,High
dot & key,Dot & Key Spot-Corrector Illuminating Anti-Pigmentation Serum,normal,,Low
dot & key,Dot & Key Vitamin C Glow Potion Serum,dry,,Medium
Chemist at play,Hyperpigmentation Control Face Serum,normal,,Medium
Chemist at play,Hyperpigmentation Control Face Serum,oily,,High
Chemist at play,Chemist At Play Hydrating Face Serum,normal,,High
Chemist at play,Chemist at Play 20% Vitamin C Face Serum,normal,,High
Chemist at play,Chemist at Play 20% Vitamin C Face Serum,dry,,Medium
Pixi,Pixi Glow Tonic Serum,normal,,High
Pixi,Pixi Vitamin C Serum,normal,,Low
Pixi,Pixi Hydrating Milky Serum,dry,,Low
Pixi,Pixi Retinol Tonic,aging,,High
Pixi,Pixi Rose Caviar Essence,sensitive,,Medium
Pixi,Pixi Collagen & Retinol Serum,aging,,Medium
Pixi,Pixi Overnight Glow Serum,normal,,Low
Pixi,Pixi Overnight Glow Serum,dry,,Medium
Pixi,Pixi Clarity Concentrate,oily,,High
Pixi,Pixi Clarity Concentrate,acne-prone,,Medium
Bioderma,Bioderma Hydrabio Serum,normal,,High
Bioderma,Bioderma Hydrabio Serum,dry,,Low
Bioderma,Bioderma Sebium Pore Refiner Serum,oily,,Medium
Bioderma,Bioderma Sebium Pore Refiner Serum,acne-prone,,High
Bioderma,Bioderma Pigmentbio C-Concentrate,normal,,Medium
Bioderma,Bioderma Sebium Serum,oily,,High
Bioderma,Bioderma Sebium Serum,acne-prone,,Low
Bioderma,Bioderma White Objective Serum,normal,,High
Faceshop,The Face Shop Rice Ceramide Moisture Serum,normal,,Medium
Faceshop,The Face Shop Rice Ceramide Moisture Serum,dry,,High
Faceshop,The Face Shop White Seed Brightening Serum,dry,,High
Faceshop,The Face Shop Chia Seed Hydrating Serum,dry,,Medium
Faceshop,The Face Shop Chia Seed Hydrating Serum,combination,,Medium
Faceshop,The Face Shop Yehwadam Revitalizing Serum,aging,,Medium
Faceshop,The Face Shop Dr. Belmeur Clarifying Spot Serum,oily,,Medium
Faceshop,The Face Shop Dr. Belmeur Clarifying Spot Serum,acne-prone,,High
Faceshop,The Face Shop The Therapy First Serum,normal,,High
Faceshop,The Face Shop The Therapy First Serum,aging,,Low
Faceshop,The Face Shop Yehwadam Snow Lotus Brightening Pearl Capsule Serum,dry,,High
D'you,D'you hustle serum,normal,,Medium
D'you,D'you hustle serum,sensitive,,High
D'you,D'you hustle serum,aging,,Low
D'you,D'you hustle serum,dry,,Low
D'you,D'you hustle serum,combination,,Medium
